gender,race,rank,interactions,outcomes,misconducts,violences,primary_cause,total_settlement
M,Black,Police Officer,{Home invasion},"",{Illegal search/seizure},"",Illegal search/seizure,30000.00
M,Black,Police Officer,{Home invasion},"",{Illegal search/seizure},"",Illegal search/seizure,30000.00
M,Black,Police Officer,"","","{Excessive force,Threats/intimidation}",{Physical force},Excessive force/serious,6500.00
M,White,Police Officer,"","","{Excessive force,Threats/intimidation}",{Physical force},Excessive force/serious,6500.00
M,Black,Police Officer / Marine Officer,"",{Other charges filed},"{Damage to property,Threats/intimidation,Excessive force,Illegal search/seizure,False arrest or report}",{Physical force},Illegal search/seizure,45000.00
M,White,Police Officer / Marine Officer,"",{Other charges filed},"{Damage to property,Threats/intimidation,Excessive force,Illegal search/seizure,False arrest or report}",{Physical force},Illegal search/seizure,45000.00
M,White,Lieutenant of Police,"",{Other charges filed},"{Damage to property,Threats/intimidation,Excessive force,Illegal search/seizure,False arrest or report}",{Physical force},Illegal search/seizure,45000.00
M,White,Police Officer,"",{Other charges filed},"{Damage to property,Threats/intimidation,Excessive force,Illegal search/seizure,False arrest or report}",{Physical force},Illegal search/seizure,45000.00
M,White,Police Officer,{Stop and frisk},"",{False arrest or report},"",False arrest,2000.00
M,White,Police Officer,{Stop and frisk},"",{False arrest or report},"",False arrest,2000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Threats/intimidation,False arrest or report}",{Physical force},Malicious prosecution,340000.00
M,Black,Police Officer as Detective,"",{Other charges filed},"{Threats/intimidation,False arrest or report}",{Physical force},Malicious prosecution,340000.00
M,White,Police Officer,{Traffic stop},{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",Dui stop,199998.00
M,White,Police Officer as Detective,"",{Hospitalized},{Excessive force},"",Excessive force/serious,36000.00
M,White,Police Officer,"",{Hospitalized},{Excessive force},"",Excessive force/serious,36000.00
M,White,Police Officer,"",{Hospitalized},"{Pattern/practice of misconduct,False arrest or report,Excessive force,Racial epithets,Damage to property}","{Physical force,Gun,Taser}",Excessive force/serious,210000.00
M,White,Detective,"",{Hospitalized},"{Pattern/practice of misconduct,False arrest or report,Excessive force,Racial epithets,Damage to property}","{Physical force,Gun,Taser}",Excessive force/serious,210000.00
M,White,Police Officer,"",{Hospitalized},"{Pattern/practice of misconduct,False arrest or report,Excessive force,Racial epithets,Damage to property}","{Physical force,Gun,Taser}",Excessive force/serious,210000.00
M,White,Sergeant of Police,"","{Extended detention,Other charges filed}","{Destroy/conceal/fabricate evidence,False arrest or report}","",Extended detention,1000000.00
M,Hispanic,Police Officer,"","{Extended detention,Other charges filed}","{Destroy/conceal/fabricate evidence,False arrest or report}","",Extended detention,1000000.00
M,Hispanic,Police Officer as Detective,"","{Extended detention,Other charges filed}","{Destroy/conceal/fabricate evidence,False arrest or report}","",Extended detention,1000000.00
F,White,Police Officer as Detective,"","{Extended detention,Other charges filed}","{Destroy/conceal/fabricate evidence,False arrest or report}","",Extended detention,1000000.00
M,White,Sergeant of Police,{Traffic stop},"",{Excessive force},"{Gun,Physical force}",Excessive force,12500.00
M,Hispanic,Police Officer,{Traffic stop},"{Drug charges,Resisting or obstructing arrest charges,Hospitalized}",{Excessive force},"{Taser,Pepper spray}",Excessive force/minor,50000.00
M,Asian/Pacific,Police Officer,{Traffic stop},"{Drug charges,Resisting or obstructing arrest charges,Hospitalized}",{Excessive force},"{Taser,Pepper spray}",Excessive force/minor,50000.00
M,White,Police Officer,{Traffic stop},"{Drug charges,Resisting or obstructing arrest charges,Hospitalized}",{Excessive force},"{Taser,Pepper spray}",Excessive force/minor,50000.00
M,White,Sergeant of Police,"",{Drug charges},{False arrest or report},"",False arrest,27500.00
M,White,Police Officer,"",{Drug charges},{False arrest or report},"",False arrest,27500.00
M,Black,Police Officer,"",{Drug charges},{False arrest or report},"",False arrest,27500.00
M,Black,Police Officer,"",{Drug charges},{False arrest or report},"",False arrest,27500.00
M,Black,Sergeant of Police,"",{Drug charges},{False arrest or report},"",False arrest,27500.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,5000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,5000.00
M,White,Sergeant of Police,"","{Hospitalized,Weapons charges}","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,10000.00
M,White,Lieutenant of Police,"",{Hospitalized},{Excessive force},{Taser},Excessive force/serious,9499999.00
M,White,Sergeant of Police,"",{Hospitalized},{Excessive force},{Taser},Excessive force/serious,9499999.00
M,Hispanic,Police Officer,"",{Hospitalized},{Excessive force},{Taser},Excessive force/serious,9499999.00
M,White,Police Officer,"",{Hospitalized},{Excessive force},{Taser},Excessive force/serious,9499999.00
M,Hispanic,Police Officer,"",{Hospitalized},{Excessive force},{Taser},Excessive force/serious,9499999.00
M,Hispanic,Police Officer,"",{Hospitalized},{Excessive force},{Taser},Excessive force/serious,9499999.00
M,Hispanic,Police Officer,"",{Hospitalized},{Excessive force},{Taser},Excessive force/serious,9499999.00
M,Hispanic,Police Officer,"",{Hospitalized},{Excessive force},{Taser},Excessive force/serious,9499999.00
M,White,Police Officer as Detective,{Home invasion},{Other charges filed},"{Destroy/conceal/fabricate evidence,Witness manipulation,False arrest or report}","",Reversed conviction,15000000.00
M,White,Police Officer,"","","{Threats/intimidation,Excessive force,False arrest or report}","{Gun,Physical force}",False arrest,65000.00
M,White,Sergeant of Police,{Stop and frisk},{Hospitalized},"{Excessive force,Illegal search/seizure}",{Physical force},Illegal search/seizure,17500.00
M,White,Police Officer,{Stop and frisk},{Hospitalized},"{Excessive force,Illegal search/seizure}",{Physical force},Illegal search/seizure,17500.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},{False arrest or report},"",False arrest,100000.00
M,White,Police Officer as Detective,{Stop and frisk},{Other charges filed},{False arrest or report},"",False arrest,100000.00
F,Black,Police Officer,{Traffic stop},{Other charges filed},{False arrest or report},"",False arrest,20000.00
M,White,Lieutenant of Police,"{Lock-up,Traffic stop}",{Hospitalized},{Failure to provide medical care},"",Failure to provide medical care,20000.00
M,Black,Police Officer,"{Lock-up,Traffic stop}",{Hospitalized},{Failure to provide medical care},"",Failure to provide medical care,20000.00
M,Black,Sergeant of Police,"{Lock-up,Traffic stop}",{Hospitalized},{Failure to provide medical care},"",Failure to provide medical care,20000.00
M,White,Lieutenant of Police,"{Lock-up,Traffic stop}",{Hospitalized},{Failure to provide medical care},"",Failure to provide medical care,20000.00
M,Hispanic,Police Officer,"","{Extended detention,Weapons charges}",{False arrest or report},"",Extended detention,50000.00
M,White,Police Officer,"","{Extended detention,Weapons charges}",{False arrest or report},"",Extended detention,50000.00
M,Hispanic,Police Officer,{Traffic stop},{Drug charges},"{Damage to property,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10000.00
M,Hispanic,Police Officer,{Traffic stop},{Drug charges},"{Damage to property,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10000.00
M,White,Police Officer as Detective,{Traffic stop},{Drug charges},"{Damage to property,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10000.00
M,White,Police Officer,{Traffic stop},{Drug charges},"{Damage to property,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10000.00
M,White,Police Officer,{Traffic stop},{Drug charges},"{Damage to property,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10000.00
M,White,Police Officer,{Traffic stop},{Drug charges},"{Damage to property,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10000.00
M,White,Sergeant of Police,{Traffic stop},{Drug charges},"{Damage to property,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10000.00
M,White,Police Officer,{Traffic stop},{Drug charges},"{Damage to property,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10000.00
M,Black,Lieutenant of Police,"","","{Racial epithets,Threats/intimidation,Illegal search/seizure}","",Illegal search/seizure,20001.00
F,White,Police Officer / Field Training Officer,"","","{Racial epithets,Threats/intimidation,Illegal search/seizure}","",Illegal search/seizure,20001.00
M,White,Police Officer,"","","{Racial epithets,Threats/intimidation,Illegal search/seizure}","",Illegal search/seizure,20001.00
M,Hispanic,Police Officer,"","","{Racial epithets,Threats/intimidation,Illegal search/seizure}","",Illegal search/seizure,20001.00
M,Hispanic,Police Officer,"","","{Racial epithets,Threats/intimidation,Illegal search/seizure}","",Illegal search/seizure,20001.00
M,White,Police Officer,{Home invasion},"{Weapons charges,Drug charges}",{False arrest or report},"",False arrest,75000.00
M,White,Lieutenant of Police,{Home invasion},"{Weapons charges,Drug charges}",{False arrest or report},"",False arrest,75000.00
M,White,Sergeant of Police,{Home invasion},"{Weapons charges,Drug charges}",{False arrest or report},"",False arrest,75000.00
M,White,Police Officer,{Home invasion},"{Weapons charges,Drug charges}",{False arrest or report},"",False arrest,75000.00
M,White,Police Officer,{Home invasion},"{Weapons charges,Drug charges}",{False arrest or report},"",False arrest,75000.00
M,White,Police Officer,{Home invasion},{Other charges filed},"{Excessive force,False arrest or report}",{Physical force},False arrest,15000.00
M,Black,Police Officer,"","{Hospitalized,Other charges filed}",{Excessive force},{Physical force},Other police misconduct,23000.00
M,Black,Police Officer,"","{Hospitalized,Other charges filed}",{Excessive force},{Physical force},Other police misconduct,23000.00
M,Hispanic,Police Officer / Field Training Officer,{Traffic stop},"{Other charges filed,Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}",{Physical force},False arrest,3000.00
F,White,Sergeant of Police,{Traffic stop},"{Other charges filed,Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}",{Physical force},False arrest,3000.00
F,White,Police Officer,{Traffic stop},"{Other charges filed,Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}",{Physical force},False arrest,3000.00
M,White,Sergeant of Police,{Home invasion},{Other charges filed},{False arrest or report},"",False arrest,10000.00
M,White,Police Officer,{Home invasion},"{Other charges filed,Resisting or obstructing arrest charges}",{Excessive force},{Physical force},Excessive force/minor,5000.00
M,White,Police Officer,{Home invasion},"{Other charges filed,Resisting or obstructing arrest charges}",{Excessive force},{Physical force},Excessive force/minor,5000.00
M,White,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed,Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Racial epithets,Sexual harassment/abuse,Excessive force,False arrest or report}","{Taser,Physical force}",Excessive force/serious,30000.00
M,Black,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed,Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Racial epithets,Sexual harassment/abuse,Excessive force,False arrest or report}","{Taser,Physical force}",Excessive force/serious,30000.00
M,Black,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed,Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Racial epithets,Sexual harassment/abuse,Excessive force,False arrest or report}","{Taser,Physical force}",Excessive force/serious,30000.00
M,Black,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed,Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Racial epithets,Sexual harassment/abuse,Excessive force,False arrest or report}","{Taser,Physical force}",Excessive force/serious,30000.00
